Sequence	MissingNumber
DKK1.fas	0
DKK2.fas	3
DKK3.fas	1
DKK4.fas	17
DKKL1.fas	7
DLAT.fas	5
DLC1.fas	9
DLD.fas	1
DLEC1.fas	13
DLEU7.fas	75
DLG1.fas	4
DLG2.fas	17
DLG3.fas	4
DLG4.fas	1
DLG5.fas	6
DLGAP1.fas	12
DLGAP2.fas	32
DLGAP3.fas	3
DLGAP4.fas	4
DLGAP5.fas	8
DLK1.fas	4
DLK2.fas	6
DLL1.fas	5
DLL3.fas	11
DLL4.fas	0
DLST.fas	1
DLX1.fas	1
DLX2.fas	5
DLX3.fas	2
DLX4.fas	17
DLX5.fas	2
DLX6.fas	1
DMAC1.fas	7
DMAC2.fas	5
DMAC2L.fas	128
DMAP1.fas	0
DMBX1.fas	1
DMC1.fas	1
DMD.fas	40
DMGDH.fas	4
DMKN.fas	10
DMP1.fas	3
DMPK.fas	2
DMRT1.fas	3
DMRT2.fas	5
DMRT3.fas	5
DMRTA1.fas	4
DMRTA2.fas	23
DMRTB1.fas	19
DMRTC2.fas	6
DMTF1.fas	3
DMTN.fas	0
DMWD.fas	26
DMXL1.fas	8
DMXL2.fas	4
DNA2.fas	7
DNAAF1.fas	24
DNAAF2.fas	18
DNAAF3.fas	5
DNAAF4.fas	11
DNAAF5.fas	11
DNAAF6.fas	7
DNAH1.fas	5
DNAH10.fas	8
DNAH11.fas	6
DNAH12.fas	10
DNAH14.fas	88
DNAH17.fas	15
DNAH2.fas	4
DNAH3.fas	8
DNAH5.fas	5
DNAH6.fas	8
DNAH7.fas	4
DNAH8.fas	12
DNAH9.fas	5
DNAI1.fas	1
DNAI2.fas	5
DNAI3.fas	23
DNAI4.fas	27
DNAJA1.fas	8
DNAJA2.fas	3
DNAJA3.fas	2
DNAJA4.fas	2
DNAJB1.fas	9
DNAJB11.fas	3
DNAJB12.fas	1
DNAJB13.fas	4
DNAJB14.fas	2
DNAJB2.fas	0
DNAJB4.fas	3
DNAJB6.fas	6
DNAJB7.fas	78
DNAJB8.fas	17
DNAJB9.fas	10
DNAJC1.fas	4
DNAJC10.fas	1
DNAJC11.fas	0
DNAJC12.fas	6
DNAJC13.fas	7
DNAJC14.fas	23
DNAJC15.fas	4
DNAJC16.fas	2
DNAJC17.fas	2
DNAJC18.fas	3
DNAJC19.fas	4
DNAJC2.fas	4
DNAJC21.fas	6
DNAJC22.fas	47
DNAJC24.fas	2
DNAJC25.fas	1
DNAJC27.fas	3
DNAJC28.fas	11
DNAJC3.fas	5
DNAJC30.fas	13
DNAJC4.fas	5
DNAJC5.fas	4
DNAJC5B.fas	4
DNAJC5G.fas	14
DNAJC6.fas	7
DNAJC7.fas	2
DNAJC8.fas	1
DNAJC9.fas	2
DNAL1.fas	5
DNAL4.fas	17
DNALI1.fas	0
DNASE1.fas	2
DNASE1L1.fas	18
DNASE1L2.fas	15
DNASE1L3.fas	3
DNASE2.fas	2
DNASE2B.fas	1
DND1.fas	3
DNER.fas	6
DNLZ.fas	7
DNM1.fas	5
DNM1L.fas	4
DNM2.fas	4
DNM3.fas	3
DNMBP.fas	7
DNMT1.fas	16
DNMT3A.fas	1
DNMT3B.fas	2
DNMT3L.fas	7
DNPEP.fas	2
DNPH1.fas	22
DNTT.fas	4
DNTTIP1.fas	4
DNTTIP2.fas	11
DOC2A.fas	4
DOC2B.fas	9
DOCK1.fas	4
DOCK10.fas	6
DOCK11.fas	19
DOCK2.fas	3
DOCK3.fas	3
DOCK4.fas	3
DOCK5.fas	6
DOCK6.fas	6
DOCK7.fas	9
DOCK8.fas	7
DOCK9.fas	5
DOHH.fas	9
DOK1.fas	2
DOK2.fas	5
DOK3.fas	16
DOK4.fas	0
DOK5.fas	4
DOK6.fas	4
DOK7.fas	42
DOLK.fas	10
DOLPP1.fas	1
DONSON.fas	3
DOP1A.fas	6
DOP1B.fas	6
DOT1L.fas	8
DPAGT1.fas	0
DPCD.fas	0
DPEP1.fas	15
DPEP2.fas	15
DPEP3.fas	20
DPF1.fas	0
DPF2.fas	2
DPF3.fas	2
DPH1.fas	2
DPH2.fas	1
DPH3.fas	1
DPH5.fas	1
DPH6.fas	4
DPH7.fas	6
DPM1.fas	9
DPM2.fas	148
DPM3.fas	7
DPP10.fas	6
DPP3.fas	2
DPP4.fas	1
DPP6.fas	11
DPP7.fas	22
DPP8.fas	2
DPP9.fas	4
DPPA2.fas	13
DPPA3.fas	65
DPPA4.fas	8
DPPA5.fas	85
DPRX.fas	179
DPT.fas	1
DPY19L1.fas	17
DPY19L2.fas	11
DPY19L3.fas	1
DPY19L4.fas	4
DPY30.fas	6
DPYD.fas	4
DPYS.fas	10
DPYSL2.fas	2
DPYSL3.fas	5
DPYSL4.fas	5
DPYSL5.fas	3
DQX1.fas	3
DR1.fas	3
DRAM1.fas	4
DRAM2.fas	5
DRAP1.fas	1
DRAXIN.fas	8
DRC1.fas	8
DRC3.fas	4
DRC7.fas	3
DRD1.fas	1
DRD2.fas	0
DRD3.fas	3
DRD4.fas	69
DRD5.fas	34
DRG1.fas	4
DRG2.fas	4
DRGX.fas	1
DROSHA.fas	6
DRP2.fas	4
DSC1.fas	10
DSC2.fas	1
DSC3.fas	3
DSCAM.fas	5
DSCAML1.fas	4
DSCC1.fas	6
DSE.fas	9
DSEL.fas	10
DSG1.fas	14
DSG2.fas	1
DSG3.fas	1
DSG4.fas	33
DSN1.fas	7
DSTN.fas	8
DSTYK.fas	3
DTD1.fas	1
DTD2.fas	3
DTHD1.fas	28
DTL.fas	4
DTNA.fas	20
DTNB.fas	2
DTNBP1.fas	3
DTWD1.fas	6
DTWD2.fas	6
DTX1.fas	14
DTX2.fas	5
DTX3.fas	7
DTX3L.fas	11
DTX4.fas	20
DTYMK.fas	3
DUOX1.fas	22
DUOX2.fas	9
DUOXA1.fas	24
DUS1L.fas	1
DUS2.fas	4
DUS3L.fas	4
DUS4L.fas	2
DUSP1.fas	2
DUSP10.fas	2
DUSP11.fas	35
DUSP12.fas	3
DUSP13.fas	1
DUSP14.fas	3
DUSP15.fas	178
DUSP16.fas	17
DUSP19.fas	3
DUSP2.fas	9
DUSP22.fas	0
DUSP23.fas	9
DUSP26.fas	3
DUSP28.fas	33
DUSP29.fas	16
DUSP3.fas	2
DUSP4.fas	4
DUSP5.fas	2
DUSP6.fas	1
DUSP7.fas	4
DUSP8.fas	57
DUSP9.fas	22
DUT.fas	4
DUXA.fas	59
DUXB.fas	153
DVL1.fas	13
DVL2.fas	1
DVL3.fas	1
DXO.fas	3
DYDC1.fas	5
DYDC2.fas	37
DYM.fas	2
DYNAP.fas	98
DYNC1H1.fas	17
DYNC1I1.fas	5
DYNC1I2.fas	4
DYNC1LI1.fas	4
DYNC1LI2.fas	0
DYNC2H1.fas	10
DYNC2I1.fas	20
DYNC2I2.fas	8
DYNC2LI1.fas	1
DYNLL1.fas	6
DYNLL2.fas	3
DYNLRB1.fas	3
DYNLRB2.fas	2
DYNLT1.fas	2
DYNLT2.fas	10
DYNLT2B.fas	16
DYNLT3.fas	6
DYNLT4.fas	32
DYNLT5.fas	11
DYRK1A.fas	3
DYRK1B.fas	3
DYRK2.fas	5
DYRK3.fas	5
DYRK4.fas	32
DYSF.fas	3
DYTN.fas	16
DZANK1.fas	5
DZIP1.fas	4
DZIP1L.fas	17
DZIP3.fas	6
E2F1.fas	2
E2F2.fas	3
E2F3.fas	3
E2F4.fas	0
E2F5.fas	6
E2F6.fas	5
E2F7.fas	2
E2F8.fas	2
E4F1.fas	2
EAF1.fas	0
EAF2.fas	9
EAPP.fas	10
EARS2.fas	2
EBAG9.fas	3
EBF1.fas	2
EBF2.fas	1
EBF3.fas	2
EBF4.fas	3
EBI3.fas	5
EBLN1.fas	285
EBLN2.fas	286
EBNA1BP2.fas	3
EBP.fas	2
EBPL.fas	20
ECD.fas	4
ECE1.fas	10
ECE2.fas	0
ECEL1.fas	6
ECH1.fas	2
ECHDC1.fas	15
ECHDC2.fas	10
ECHDC3.fas	35
ECHS1.fas	3
ECI1.fas	6
ECI2.fas	6
ECM1.fas	2
ECM2.fas	2
ECPAS.fas	3
ECRG4.fas	6
ECSCR.fas	3
ECSIT.fas	6
ECT2.fas	5
ECT2L.fas	33
EDA.fas	6
EDA2R.fas	82
EDAR.fas	8
EDARADD.fas	4
EDC3.fas	5
EDC4.fas	2
EDDM13.fas	42
EDEM1.fas	4
EDEM2.fas	5
EDEM3.fas	4
EDF1.fas	6
EDIL3.fas	6
EDN1.fas	0
EDN2.fas	0
EDN3.fas	2
EDNRA.fas	5
EDNRB.fas	1
EDRF1.fas	2
EEA1.fas	9
EED.fas	2
EEF1A1.fas	57
EEF1A2.fas	2
EEF1AKMT1.fas	2
EEF1AKMT2.fas	4
EEF1AKMT3.fas	2
EEF1AKMT4.fas	0
EEF1AKNMT.fas	7
EEF1B2.fas	2
EEF1D.fas	22
EEF1E1.fas	7
EEF1G.fas	11
EEF2.fas	6
EEF2K.fas	6
EEF2KMT.fas	5
EEFSEC.fas	6
EEPD1.fas	2
EFCAB1.fas	3
EFCAB10.fas	3
EFCAB11.fas	4
EFCAB12.fas	6
EFCAB13.fas	89
EFCAB14.fas	3
EFCAB2.fas	255
EFCAB3.fas	8
EFCAB5.fas	10
EFCAB6.fas	10
EFCAB7.fas	4
EFCAB8.fas	29
EFCAB9.fas	5
EFCC1.fas	51
EFEMP1.fas	1
EFEMP2.fas	1
EFHB.fas	7
EFHC1.fas	2
EFHC2.fas	27
EFHD1.fas	7
EFHD2.fas	2
EFL1.fas	12
EFNA1.fas	1
EFNA2.fas	17
EFNA3.fas	6
EFNA4.fas	3
EFNA5.fas	2
EFNB1.fas	6
EFNB2.fas	1
EFNB3.fas	4
EFR3A.fas	3
EFR3B.fas	4
EFS.fas	2
EFTUD2.fas	3
EGF.fas	52
EGFL6.fas	14
EGFL7.fas	4
EGFL8.fas	1
EGFLAM.fas	4
EGFR.fas	5
EGLN1.fas	60
EGLN2.fas	2
EGLN3.fas	1
EGR1.fas	2
EGR2.fas	1
EGR3.fas	3
EGR4.fas	6
EHBP1.fas	5
EHD1.fas	2
EHD2.fas	8
EHD3.fas	4
EHD4.fas	3
EHF.fas	0
EHHADH.fas	16
EHMT1.fas	12
EHMT2.fas	5
EI24.fas	11
EID1.fas	14
EID2.fas	72
EID2B.fas	211
EID3.fas	7
EIF1AD.fas	7
EIF1B.fas	1
EIF2A.fas	7
EIF2AK1.fas	6
EIF2AK2.fas	2
EIF2AK3.fas	3
EIF2AK4.fas	5
EIF2B1.fas	0
EIF2B2.fas	1
EIF2B3.fas	8
EIF2B4.fas	1
EIF2B5.fas	1
EIF2D.fas	11
EIF2S1.fas	2
EIF2S2.fas	3
EIF2S3B.fas	295
EIF3A.fas	1
EIF3B.fas	6
EIF3C.fas	6
EIF3CL.fas	4
EIF3D.fas	1
EIF3E.fas	9
EIF3F.fas	7
EIF3G.fas	2
EIF3H.fas	1
EIF3I.fas	9
EIF3J.fas	0
EIF3K.fas	1
EIF3L.fas	3
EIF3M.fas	1
EIF4A1.fas	6
EIF4A2.fas	2
EIF4A3.fas	4
EIF4B.fas	5
EIF4E.fas	3
EIF4E1B.fas	8
EIF4E2.fas	1
EIF4E3.fas	1
EIF4EBP1.fas	4
EIF4EBP2.fas	1
EIF4EBP3.fas	2
EIF4ENIF1.fas	2
EIF4G1.fas	3
EIF4G3.fas	5
EIF4H.fas	3
EIF5.fas	4
EIF5A.fas	8
EIF5A2.fas	1
EIF5B.fas	4
EIF6.fas	6
EIPR1.fas	13
ELAC1.fas	4
ELAC2.fas	5
ELANE.fas	14
ELAPOR1.fas	4
ELAPOR2.fas	5
ELAVL1.fas	4
ELAVL2.fas	3
ELAVL3.fas	7
ELAVL4.fas	3
ELF1.fas	2
ELF2.fas	1
ELF3.fas	7
ELF4.fas	10
ELF5.fas	4
ELFN1.fas	60
ELFN2.fas	20
ELK1.fas	11
ELK3.fas	8
ELK4.fas	7
ELL.fas	3
ELL2.fas	3
ELL3.fas	0
ELMO1.fas	3
ELMO2.fas	4
ELMO3.fas	1
ELMOD1.fas	4
ELMOD2.fas	1
ELMOD3.fas	8
ELN.fas	4
ELOA.fas	6
ELOA2.fas	202
ELOA3.fas	285
ELOA3D.fas	285
ELOB.fas	12
ELOC.fas	12
ELOF1.fas	32
ELOVL1.fas	0
ELOVL2.fas	6
ELOVL3.fas	9
ELOVL4.fas	1
ELOVL5.fas	1
ELOVL6.fas	7
ELOVL7.fas	2
ELP1.fas	20
ELP2.fas	5
ELP3.fas	5
ELP4.fas	8
ELP5.fas	2
ELP6.fas	1
ELSPBP1.fas	81
EMB.fas	7
EMC1.fas	2
EMC10.fas	12
EMC2.fas	2
EMC3.fas	1
EMC4.fas	0
EMC6.fas	2
EMC7.fas	3
EMC8.fas	2
EMC9.fas	2
EMCN.fas	5
EMD.fas	24
EME1.fas	4
EME2.fas	44
EMG1.fas	1
EMID1.fas	4
EMILIN1.fas	13
EMILIN2.fas	13
EMILIN3.fas	9
EML1.fas	4
EML2.fas	5
EML3.fas	3
EML4.fas	3
EML5.fas	3
EML6.fas	8
EMP1.fas	5
EMP2.fas	1
EMP3.fas	3
EMSY.fas	1
EMX1.fas	19
EMX2.fas	25
EN1.fas	64
EN2.fas	28
ENAH.fas	8
ENAM.fas	26
ENC1.fas	1
ENDOD1.fas	7
ENDOG.fas	37
ENDOU.fas	3
ENDOV.fas	4
ENG.fas	1
ENGASE.fas	3
ENHO.fas	2
ENKD1.fas	0
ENKUR.fas	3
ENO1.fas	5
ENO2.fas	0
ENO3.fas	3
ENO4.fas	19
ENOPH1.fas	4
ENOSF1.fas	24
ENOX1.fas	8
ENOX2.fas	12
ENPEP.fas	2
ENPP1.fas	4
ENPP2.fas	1
ENPP3.fas	6
ENPP4.fas	1
ENPP5.fas	5
ENPP6.fas	4
ENPP7.fas	18
ENTHD1.fas	8
ENTPD1.fas	7
ENTPD2.fas	5
ENTPD3.fas	7
ENTPD4.fas	0
ENTPD5.fas	2
ENTPD6.fas	11
ENTPD7.fas	4
ENTPD8.fas	5
ENTR1.fas	5
ENY2.fas	0
EOGT.fas	4
EOMES.fas	1
EP300.fas	10
EP400.fas	4
EPAS1.fas	4
EPB41.fas	25
EPB41L1.fas	4
EPB41L2.fas	2
EPB41L3.fas	1
EPB41L4A.fas	3
EPB41L4B.fas	6
EPB41L5.fas	8
EPB42.fas	2
EPC1.fas	2
EPC2.fas	7
EPCAM.fas	10
EPDR1.fas	1
EPG5.fas	5
EPGN.fas	4
EPHA1.fas	3
EPHA10.fas	2
EPHA2.fas	6
EPHA3.fas	5
EPHA4.fas	16
EPHA5.fas	5
EPHA6.fas	5
EPHA7.fas	3
EPHA8.fas	4
EPHB1.fas	5
EPHB2.fas	1
EPHB3.fas	3
EPHB4.fas	5
EPHB6.fas	4
EPHX1.fas	7
EPHX2.fas	9
EPHX3.fas	4
EPHX4.fas	5
EPM2A.fas	8
EPM2AIP1.fas	7
EPN1.fas	13
EPN2.fas	4
EPN3.fas	1
EPO.fas	4
EPOP.fas	22
EPOR.fas	1
EPPIN.fas	27
EPRS1.fas	6
EPS15.fas	6
EPS15L1.fas	10
EPS8.fas	4
EPS8L1.fas	4
EPS8L2.fas	17
EPS8L3.fas	3
EPSTI1.fas	29
EPX.fas	71
EPYC.fas	2
EQTN.fas	14
ERAL1.fas	8
ERAP1.fas	9
ERAP2.fas	81
ERAS.fas	16
ERBB2.fas	2
ERBB3.fas	2
ERBB4.fas	6
ERBIN.fas	11
ERC1.fas	13
ERC2.fas	4
ERCC1.fas	5
ERCC2.fas	4
ERCC3.fas	1
ERCC4.fas	10
ERCC5.fas	6
ERCC6.fas	1
ERCC6L.fas	35
ERCC6L2.fas	4
ERCC8.fas	9
EREG.fas	0
ERF.fas	17
ERFE.fas	36
ERFL.fas	5
ERG.fas	2
ERG28.fas	1
ERGIC1.fas	2
ERGIC2.fas	3
ERGIC3.fas	4
ERH.fas	3
ERI1.fas	7
ERI2.fas	22
ERI3.fas	4
ERICH1.fas	20
ERICH2.fas	2
ERICH3.fas	25
ERICH4.fas	8
ERICH5.fas	20
ERICH6.fas	6
ERICH6B.fas	15
ERLEC1.fas	2
ERLIN1.fas	1
ERLIN2.fas	0
ERMAP.fas	9
ERMARD.fas	4
ERMN.fas	2
ERMP1.fas	2
ERN1.fas	5
ERN2.fas	2
ERO1A.fas	15
ERO1B.fas	3
ERP27.fas	1
ERP29.fas	5
ERP44.fas	3
ERRFI1.fas	9
ERVFRD-1.fas	270
ERVK3-1.fas	281
ERVMER34-1.fas	259
ERVV-1.fas	285
ERVV-2.fas	285
ERVW-1.fas	289
ESCO1.fas	11
ESCO2.fas	4
ESD.fas	4
ESF1.fas	9
ESM1.fas	2
ESPL1.fas	3
ESPN.fas	18
ESPNL.fas	38
ESR1.fas	3
ESR2.fas	3
ESRP1.fas	4
ESRP2.fas	1
ESRRA.fas	2
ESRRB.fas	2
ESRRG.fas	18
ESS2.fas	2
ESYT1.fas	1
ESYT2.fas	3
ESYT3.fas	4
ETAA1.fas	7
ETF1.fas	6
ETFA.fas	2
ETFB.fas	4
ETFBKMT.fas	7
ETFDH.fas	9
ETFRF1.fas	3
ETHE1.fas	6
ETNK1.fas	5
ETNK2.fas	3
ETNPPL.fas	4
ETS1.fas	3
ETS2.fas	4
ETV1.fas	4
ETV2.fas	9
ETV3.fas	10
ETV3L.fas	28
ETV4.fas	3
ETV5.fas	1
ETV6.fas	3
ETV7.fas	132
EVA1A.fas	5
EVA1B.fas	7
EVA1C.fas	5
EVC.fas	5
EVC2.fas	4
EVI2A.fas	3
EVI2B.fas	4
EVI5.fas	28
EVI5L.fas	7
EVL.fas	7
EVPL.fas	14
EVPLL.fas	20
EVX1.fas	5
EVX2.fas	65
EWSR1.fas	4
EXD1.fas	3
EXD2.fas	1
EXD3.fas	105
EXO1.fas	4
EXO5.fas	7
EXOC1.fas	5
EXOC1L.fas	4
EXOC2.fas	2
EXOC3.fas	6
EXOC3L1.fas	0
EXOC3L2.fas	16
EXOC3L4.fas	10
EXOC4.fas	7
EXOC5.fas	5
EXOC6.fas	5
EXOC6B.fas	7
EXOC7.fas	2
EXOC8.fas	15
EXOG.fas	8
EXOSC1.fas	3
EXOSC10.fas	6
EXOSC2.fas	1
EXOSC3.fas	2
EXOSC4.fas	2
EXOSC5.fas	1
EXOSC6.fas	59
EXOSC7.fas	2
EXOSC8.fas	2
EXOSC9.fas	3
EXT1.fas	2
EXT2.fas	4
EXTL1.fas	2
EXTL2.fas	5
EXTL3.fas	3
EYA1.fas	4
EYA2.fas	2
EYA3.fas	4
EYA4.fas	4
EYS.fas	127
EZH1.fas	2
EZH2.fas	3
EZR.fas	3
F10.fas	9
F11.fas	19
F11R.fas	4
F12.fas	38
F13A1.fas	4
F13B.fas	5
F2.fas	3
F2R.fas	8
F2RL1.fas	9
F2RL2.fas	14
F2RL3.fas	25
F3.fas	3
F7.fas	9
F8.fas	47
F8A1.fas	159
F9.fas	6
FA2H.fas	2
FAAH.fas	1
FAAH2.fas	205
FAAP100.fas	3
FAAP20.fas	129
FAAP24.fas	6
FABP1.fas	8
FABP12.fas	57
FABP2.fas	6
FABP3.fas	1
FABP4.fas	8
FABP5.fas	7
FABP6.fas	10
FABP7.fas	5
FABP9.fas	22
FADD.fas	10
FADS1.fas	1
FADS2.fas	3
FADS3.fas	8
FADS6.fas	17
FAF1.fas	3
FAF2.fas	2
FAH.fas	4
FAHD1.fas	3
FAHD2A.fas	7
FAHD2B.fas	4
FAIM.fas	4
FAIM2.fas	2
FAM102A.fas	3
FAM102B.fas	8
FAM107A.fas	6
FAM107B.fas	2
FAM110A.fas	5
FAM110B.fas	21
FAM110C.fas	38
FAM110D.fas	17
FAM111A.fas	108
FAM111B.fas	121
FAM114A1.fas	4
FAM114A2.fas	4
FAM117A.fas	2
FAM117B.fas	4
FAM118A.fas	7
FAM118B.fas	4
FAM120A.fas	2
FAM120AOS.fas	186
FAM120B.fas	44
FAM120C.fas	22
FAM124A.fas	3
FAM124B.fas	4
FAM126A.fas	4
FAM126B.fas	9
FAM131A.fas	2
FAM131B.fas	4
FAM131C.fas	5
FAM133A.fas	60
FAM133B.fas	5
FAM135A.fas	14
FAM135B.fas	9
FAM136A.fas	197
FAM13A.fas	5
FAM13B.fas	3
FAM13C.fas	2
FAM149A.fas	11
FAM149B1.fas	1
FAM151A.fas	15
FAM151B.fas	5
FAM155A.fas	13
FAM155B.fas	40
FAM156A.fas	154
FAM156B.fas	148
FAM160A1.fas	6
FAM160A2.fas	1
FAM160B1.fas	3
FAM160B2.fas	1
FAM161A.fas	11
FAM161B.fas	4
FAM162A.fas	2
FAM162B.fas	13
FAM163A.fas	6
FAM163B.fas	7
FAM166A.fas	7
FAM166B.fas	17
FAM166C.fas	28
FAM167A.fas	8
FAM167B.fas	2
FAM168A.fas	3
FAM168B.fas	0
FAM169A.fas	5
FAM170A.fas	20
FAM170B.fas	26
FAM171A1.fas	8
FAM171A2.fas	75
FAM171B.fas	8
FAM172A.fas	6
FAM174A.fas	39
FAM174B.fas	64
FAM174C.fas	20
FAM177A1.fas	4
FAM177B.fas	58
FAM178B.fas	13
FAM180A.fas	7
FAM180B.fas	23
FAM181A.fas	4
FAM181B.fas	43
FAM183A.fas	15
FAM184A.fas	3
FAM184B.fas	10
FAM185A.fas	3
FAM186B.fas	36
FAM187A.fas	7
FAM187B.fas	26
FAM189A1.fas	3
FAM189A2.fas	3
FAM189B.fas	5
FAM193A.fas	1
FAM193B.fas	1
FAM199X.fas	7
FAM200A.fas	137
FAM200B.fas	158
FAM204A.fas	2
FAM205C.fas	42
FAM207A.fas	5
FAM209B.fas	8
FAM20A.fas	3
FAM20B.fas	1
FAM20C.fas	5
FAM210A.fas	4
FAM210B.fas	5
FAM214A.fas	6
FAM214B.fas	2
FAM216A.fas	9
FAM216B.fas	22
FAM217A.fas	36
FAM217B.fas	7
FAM219A.fas	0
FAM219B.fas	4
FAM220A.fas	24
FAM221A.fas	6
FAM221B.fas	10
FAM222A.fas	32
FAM222B.fas	9
FAM227A.fas	44
FAM227B.fas	14
FAM228A.fas	79
FAM228B.fas	10
FAM229A.fas	9
FAM229B.fas	7
FAM234A.fas	3
FAM234B.fas	2
FAM237A.fas	2
FAM237B.fas	21
FAM240C.fas	85
FAM241A.fas	5
FAM241B.fas	1
FAM243A.fas	11
FAM243B.fas	14
FAM246A.fas	69
FAM246B.fas	68
FAM25A.fas	3
FAM25C.fas	4
FAM25G.fas	4
FAM32A.fas	4
FAM3A.fas	6
FAM3B.fas	12
FAM3C.fas	3
FAM3D.fas	0
FAM43A.fas	5
FAM43B.fas	37
FAM47E.fas	29
FAM50A.fas	9
FAM50B.fas	111
FAM53A.fas	99
FAM53B.fas	4
FAM53C.fas	6
FAM71A.fas	42
FAM71B.fas	20
FAM71C.fas	108
FAM71D.fas	7
FAM71E1.fas	175
FAM71E2.fas	60
FAM71F1.fas	3
FAM71F2.fas	40
FAM72A.fas	2
FAM72B.fas	2
FAM72C.fas	2
FAM72D.fas	2
FAM76A.fas	5
FAM76B.fas	3
FAM78A.fas	4
FAM78B.fas	2
FAM81A.fas	4
FAM81B.fas	1
FAM83A.fas	7
FAM83B.fas	8
FAM83C.fas	11
FAM83D.fas	6
FAM83E.fas	12
FAM83F.fas	2
FAM83G.fas	11
FAM83H.fas	31
FAM86B1.fas	6
FAM86B2.fas	6
FAM89A.fas	43
FAM89B.fas	16
FAM8A1.fas	41
FAM91A1.fas	8
FAM98A.fas	4
FAM98B.fas	5
FAM98C.fas	7
FAN1.fas	6
FANCA.fas	5
FANCB.fas	16
FANCC.fas	2
FANCD2.fas	10
FANCD2OS.fas	10
FANCE.fas	5
FANCF.fas	24
FANCG.fas	1
FANCI.fas	5
FANCL.fas	6
FANCM.fas	4
FANK1.fas	1
FAP.fas	3
FAR1.fas	5
FAR2.fas	3
FARP1.fas	4
FARP2.fas	5
FARS2.fas	7
FARSA.fas	2
FARSB.fas	5
FAS.fas	4
FASLG.fas	4
FASN.fas	11
FASTK.fas	6
FASTKD1.fas	8
FASTKD2.fas	4
FASTKD3.fas	10
FASTKD5.fas	7
FATE1.fas	44
FAXC.fas	3
FAXDC2.fas	38
FBF1.fas	1
FBH1.fas	2
FBL.fas	1
FBLIM1.fas	6
FBLL1.fas	50
FBLN1.fas	6
FBLN2.fas	10
FBLN5.fas	3
FBLN7.fas	6
FBN1.fas	6
FBN2.fas	4
FBN3.fas	67
FBP1.fas	6
FBP2.fas	10
FBRS.fas	4
FBRSL1.fas	16
FBXL12.fas	10
FBXL13.fas	25
FBXL14.fas	21
FBXL15.fas	5
FBXL16.fas	16
FBXL17.fas	15
FBXL18.fas	21
FBXL19.fas	3
FBXL2.fas	3
FBXL20.fas	8
FBXL22.fas	167
FBXL3.fas	3
FBXL4.fas	2
FBXL5.fas	2
FBXL6.fas	4
FBXL7.fas	5
FBXL8.fas	10
FBXO10.fas	6
FBXO11.fas	2
FBXO15.fas	4
FBXO16.fas	9
FBXO17.fas	32
FBXO2.fas	4
FBXO21.fas	2
FBXO22.fas	6
FBXO24.fas	5
FBXO25.fas	7
FBXO28.fas	3
FBXO3.fas	3
FBXO30.fas	4
FBXO31.fas	4
FBXO32.fas	1
FBXO33.fas	4
FBXO34.fas	12
FBXO36.fas	11
FBXO38.fas	2
FBXO39.fas	2
FBXO4.fas	2
FBXO40.fas	9
FBXO41.fas	7
FBXO42.fas	3
FBXO43.fas	7
FBXO44.fas	29
FBXO45.fas	2
FBXO46.fas	25
FBXO47.fas	2
FBXO48.fas	6
FBXO5.fas	4
FBXO6.fas	0
FBXO7.fas	8
FBXO8.fas	2
FBXO9.fas	4
FBXW10.fas	17
FBXW11.fas	11
FBXW12.fas	143
FBXW2.fas	2
FBXW4.fas	4
FBXW5.fas	19
FBXW7.fas	3
FBXW8.fas	2
FBXW9.fas	19
FCAMR.fas	11
FCAR.fas	74
FCER1A.fas	4
FCER1G.fas	4
FCER2.fas	37
FCF1.fas	3
FCGBP.fas	30
FCGR1A.fas	48
FCGR1B.fas	46
FCGR2B.fas	31
FCGR3A.fas	10
FCGR3B.fas	40
FCGRT.fas	24
FCHO1.fas	3
FCHO2.fas	3
FCHSD1.fas	2
FCHSD2.fas	2
FCMR.fas	6
FCN1.fas	214
FCN3.fas	204
FCRL1.fas	26
FCRL2.fas	168
FCRL3.fas	47
FCRL4.fas	62
FCRL5.fas	34
FCRL6.fas	117
FCRLA.fas	3
FCRLB.fas	9
FCSK.fas	4
FDCSP.fas	31
FDFT1.fas	2
FDPS.fas	4
FDX1.fas	7
FDX2.fas	3
FDXACB1.fas	5
FDXR.fas	1
FECH.fas	1
FEM1A.fas	46
FEM1B.fas	7
FEM1C.fas	4
FEN1.fas	5
FER.fas	8
FER1L5.fas	4
FER1L6.fas	7
FERD3L.fas	1
FERMT1.fas	3
FERMT2.fas	5
FERMT3.fas	2
FES.fas	2
FETUB.fas	8
FEV.fas	38
FEZ1.fas	5
FEZ2.fas	5
FEZF1.fas	8
FEZF2.fas	8
FFAR1.fas	6
FFAR2.fas	3
FFAR3.fas	49
FFAR4.fas	8
FGA.fas	29
FGB.fas	4
FGD1.fas	7
FGD2.fas	6
FGD3.fas	10
FGD4.fas	6
FGD6.fas	7
FGF1.fas	1
FGF10.fas	8
FGF11.fas	5
FGF12.fas	1
FGF13.fas	5
FGF14.fas	4
FGF16.fas	3
FGF17.fas	0
FGF18.fas	1
FGF19.fas	9
FGF2.fas	73
FGF20.fas	2
FGF21.fas	9
FGF22.fas	22
FGF23.fas	16
FGF3.fas	12
FGF4.fas	32
FGF5.fas	6
FGF6.fas	2
FGF7.fas	2
FGF8.fas	5
FGF9.fas	2
FGFBP1.fas	5
