gene_set	category	term_id	term_description	observed_gene_count	background_gene_count	strength	signal	FDR	minus_log10_FDR	selected_for_main_figure	theme	selection_rule
marine_slow	Monarch	EFO:0005036	Platelet measurement	131	1304	0.16	0.3	0.0264	1.578396073130169	True	hematological/systemic phenotype	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	HP:0000078	Abnormality of the genital system	135	1358	0.16	0.3	0.0264	1.578396073130169	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	HP:0000144	Decreased fertility	37	245	0.34	0.33	0.0264	1.578396073130169	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	HP:0001939	Abnormality of metabolism/homeostasis	200	2168	0.13	0.3	0.0264	1.578396073130169	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	EFO:0004298	Cardiovascular measurement	215	2378	0.12	0.28	0.0342	1.465973893943865	True	circulatory/systemic phenotype	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	EFO:0004509	Hemoglobin measurement	123	1228	0.16	0.28	0.0373	1.4282911681913124	True	hematological/systemic phenotype	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	HP:0000818	Abnormality of the endocrine system	110	1070	0.17	0.28	0.0373	1.4282911681913124	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement	202	2228	0.12	0.26	0.0443	1.3535962737769305	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	DISEASES	DOID:4	Disease	513	6291	0.07	0.27	0.0339	1.469800301796918	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources	1177	15199	0.05	0.69	2.01e-14	13.69680394257951	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000042	Animal	1175	15148	0.05	0.69	2.01e-14	13.69680394257951	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000083	Female reproductive system	559	6111	0.12	0.74	1.83e-11	10.73754891026957	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0003091	Urogenital system	629	7090	0.11	0.72	2.55e-11	10.593459819566045	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000081	Reproductive system	581	6444	0.12	0.73	3.07e-11	10.512861624522811	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000522	Gland	615	7004	0.1	0.69	3.6e-10	9.443697499232712	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001488	Endocrine gland	570	6403	0.11	0.7	5.11e-10	9.291579099865288	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001489	Whole body	1025	13099	0.05	0.63	1.05e-09	8.978810700930062	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000759	Liver	206	2125	0.15	0.49	0.00033	3.4814860601221125	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000174	Embryonic structure	223	2369	0.13	0.46	0.00071	3.1487416512809245	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000254	Female reproductive gland	273	3017	0.12	0.45	0.00076	3.1191864077192086	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000284	Organism form	236	2542	0.13	0.46	0.00076	3.1191864077192086	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001271	Leukemia cell	114	1067	0.19	0.45	0.0017	2.769551078621726	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000534	Gonad	184	1923	0.14	0.43	0.0018	2.744727494896694	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000580	Blood cancer cell	127	1234	0.17	0.43	0.0024	2.619788758288394	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001363	Testis	177	1868	0.14	0.4	0.0039	2.408935392973501	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000345	Digestive gland	255	2881	0.11	0.38	0.0049	2.309803919971486	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0003099	Internal female genital organ	248	2804	0.11	0.36	0.0064	2.193820026016113	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001491	Viscus	439	5378	0.07	0.35	0.0065	2.1870866433571443	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000080	Male reproductive gland	235	2658	0.11	0.34	0.0097	2.0132282657337552	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000082	Male reproductive system	248	2838	0.1	0.33	0.0114	1.9430951486635273	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000449	Fetus	128	1318	0.15	0.33	0.0161	1.7931741239681502	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0003096	Internal male genital organ	212	2388	0.11	0.32	0.0162	1.790484985457369	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001541	Pronephros	32	219	0.33	0.36	0.0184	1.7351821769904636	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000393	Endothelium	27	172	0.36	0.36	0.0199	1.7011469235902934	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000570	Hematopoietic system	239	2755	0.1	0.31	0.0199	1.7011469235902934	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0004850	Bone marrow cell	29	198	0.33	0.32	0.031	1.5086383061657274	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000583	Bone marrow cancer cell	52	442	0.23	0.31	0.0311	1.5072396109731625	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0000574	Hematopoietic cell	101	1019	0.16	0.29	0.0324	1.489454989793388	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001441	Marrow cell	21	124	0.39	0.32	0.0337	1.4723700991286617	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	TISSUES	BTO:0001078	Placenta	118	1244	0.14	0.26	0.0471	1.3269790928711038	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0005634	Nucleus	425	4787	0.11	0.54	2.78e-05	4.555955204081924	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	1062	14060	0.04	0.49	3.56e-05	4.448550002027125	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043226	Organelle	800	10113	0.06	0.5	3.73e-05	4.428291168191312	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0005622	Intracellular	893	11512	0.05	0.49	4.27e-05	4.369572124974976	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0032991	Protein-containing complex	455	5325	0.09	0.49	0.00012	3.9208187539523753	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	722	9083	0.06	0.47	0.00014	3.853871964321762	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043229	Intracellular organelle	756	9609	0.06	0.46	0.00022	3.657577319177794	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	654	8162	0.06	0.45	0.00028	3.552841968657781	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0098802	Plasma membrane signaling receptor complex	42	255	0.38	0.61	0.00036	3.4436974992327127	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043235	Receptor complex	59	425	0.3	0.56	0.00044	3.356547323513813	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0005654	Nucleoplasm	121	1146	0.18	0.45	0.0017	2.769551078621726	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0036128	CatSper complex	8	13	0.95	0.55	0.0054	2.2676062401770314	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0031981	Nuclear lumen	175	1850	0.14	0.38	0.0056	2.2518119729938	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0005875	Microtubule associated complex	25	150	0.38	0.34	0.0254	1.595166283380062	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0043233	Organelle lumen	251	2905	0.1	0.29	0.0266	1.575118363368933	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen	250	2902	0.1	0.29	0.0288	1.5406075122407692	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0098797	Plasma membrane protein complex	74	682	0.2	0.3	0.0292	1.5346171485515816	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0000792	Heterochromatin	14	60	0.53	0.35	0.0293	1.5331323796458904	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0000785	Chromatin	55	476	0.22	0.28	0.0423	1.3736596326249575	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0045178	Basal part of cell	22	133	0.38	0.3	0.0449	1.3477536589966768	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0005694	Chromosome	95	951	0.16	0.27	0.0469	1.3288271572849168	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0098590	Plasma membrane region	72	676	0.19	0.27	0.0469	1.3288271572849168	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	COMPARTMENTS	GOCC:0009986	Cell surface	51	438	0.23	0.27	0.0484	1.3151546383555874	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0025	Alternative splicing	867	10313	0.09	0.73	9.52e-14	13.021363051615523	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0597	Phosphoprotein	712	8122	0.1	0.74	3.01e-13	12.521433504406156	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0156	Chromatin regulator	45	292	0.35	0.56	0.00066	3.1804560644581312	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0539	Nucleus	441	5278	0.08	0.43	0.00085	3.070581074285707	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0677	Repeat	403	4794	0.09	0.42	0.0013	2.886056647693163	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0067	ATP-binding	135	1379	0.15	0.37	0.0077	2.113509274827518	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0945	Host-virus interaction	62	540	0.22	0.34	0.018	1.744727494896694	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-1017	Isopeptide bond	159	1717	0.13	0.32	0.018	1.744727494896694	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	UniProt Keywords	KW-0853	WD repeat	37	282	0.28	0.31	0.0303	1.518557371497695	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
marine_slow	InterPro	IPR016024	Armadillo-type fold	51	337	0.34	0.42	0.0076	2.1191864077192086	False	excluded_from_main_figure	Select STRING/Monarch phenotype and measurement terms, allowing EFO and HP ontology terms; prioritize hematological, erythrocyte, hemoglobin, platelet, blood-cell, cardiovascular, anthropometric/body-measure, or protein-measurement wording; exclude broad/generic terms.
