perm_id	seed	matched_terminal_positive_count	matched_terminal_negative_count	post_ASR_screened_branch_positive_count	post_ASR_screened_branch_negative_count	count_scope_note	n_positive	n_negative	n_tested_genes	n_sig_FDR_0_01	n_slow	n_fast	slow_proportion	slow_proportion_defined	positive_t_all	negative_t_all	notes	permutation_source	public_count_scope
65	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17322	21	1	20	0.0476190476190476	True	6792	10530	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
66	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17313	8	0	8	0.0	True	7416	9897	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
67	20260520	17	251	19	548	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	19	548	17356	10	0	10	0.0	True	6906	10450	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
68	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17281	0	0	0		False	6886	10395	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
69	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17333	25	0	25	0.0	True	5036	12297	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
70	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17323	25	1	24	0.04	True	6478	10845	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
71	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17296	5	0	5	0.0	True	7240	10056	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
72	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17342	4	1	3	0.25	True	6497	10845	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
73	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17303	8	0	8	0.0	True	7913	9390	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
74	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17282	27	0	27	0.0	True	6404	10878	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
75	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17281	34	0	34	0.0	True	5561	11720	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
76	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17313	3	0	3	0.0	True	7914	9399	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
77	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17371	16	0	16	0.0	True	6729	10642	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
78	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17351	3	0	3	0.0	True	7308	10043	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
79	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17290	6	0	6	0.0	True	6571	10719	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
80	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17357	69	0	69	0.0	True	5624	11733	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
81	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17347	5	0	5	0.0	True	7173	10174	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
82	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17285	2	0	2	0.0	True	9048	8237	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
83	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17271	0	0	0		False	7393	9878	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
84	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17245	25	0	25	0.0	True	7233	10012	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
85	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17285	5	0	5	0.0	True	8910	8375	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
86	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17273	3	0	3	0.0	True	8031	9242	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
87	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17302	2	0	2	0.0	True	7494	9808	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
88	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17276	5	0	5	0.0	True	6018	11258	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
89	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17368	21	0	21	0.0	True	6018	11350	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
90	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17265	5	0	5	0.0	True	7311	9954	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
91	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17356	58	2	56	0.0344827586206897	True	6635	10721	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
92	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17334	34	2	32	0.0588235294117647	True	6235	11099	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
93	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17382	21	0	21	0.0	True	6140	11242	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
94	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17277	13	0	13	0.0	True	6903	10374	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
95	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17300	1	0	1	0.0	True	6947	10353	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
96	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17288	0	0	0		False	7500	9788	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
97	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17272	7	0	7	0.0	True	8303	8969	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
98	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17371	16	0	16	0.0	True	6173	11198	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
99	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17246	20	0	20	0.0	True	6558	10688	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
100	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17253	12	1	11	0.0833333333333333	True	8157	9096	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
101	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17317	25	0	25	0.0	True	6512	10805	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
102	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17274	4	0	4	0.0	True	8269	9005	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
103	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17311	1	0	1	0.0	True	6885	10426	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
104	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17309	25	0	25	0.0	True	6506	10803	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
105	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17358	2	0	2	0.0	True	6338	11020	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
106	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17289	16	0	16	0.0	True	7125	10164	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
107	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17307	3	1	2	0.333333333333333	True	6032	11275	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
108	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17371	4	0	4	0.0	True	7475	9896	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
109	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17350	9	0	9	0.0	True	7198	10152	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
110	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17358	49	2	47	0.0408163265306122	True	6134	11224	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
111	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17308	10	0	10	0.0	True	7283	10025	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
112	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17346	4	0	4	0.0	True	7318	10028	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
113	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17326	25	1	24	0.04	True	6325	11001	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
114	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17259	6	0	6	0.0	True	7324	9935	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
115	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17290	2	0	2	0.0	True	8513	8777	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
116	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17293	2	0	2	0.0	True	7254	10039	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
117	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17358	1	0	1	0.0	True	8721	8637	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
118	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17342	27	1	26	0.037037037037037	True	6634	10708	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
119	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17371	19	0	19	0.0	True	5651	11720	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
120	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17290	4	0	4	0.0	True	8588	8702	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
121	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17319	2	1	1	0.5	True	9062	8257	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
122	20260520	17	251	18	549	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	18	549	17361	25	1	24	0.04	True	6744	10617	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
123	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17363	10	0	10	0.0	True	4775	12588	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
124	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17254	5	0	5	0.0	True	7448	9806	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
125	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17247	1	0	1	0.0	True	7892	9355	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
126	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17336	8	0	8	0.0	True	7174	10162	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
127	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17381	29	0	29	0.0	True	5300	12081	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
128	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17317	14	0	14	0.0	True	6168	11149	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
129	20260520	17	251	17	550	matched_terminal_* are fixed sampled terminal labels; post_ASR_screened_branch_* are per-permutation branch-state counts after deterministic ASR and screening; legacy n_positive/n_negative duplicate the post-ASR screened branch counts for backward compatibility.	17	550	17354	7	0	7	0.0	True	7106	10248	Matched-positive eligible-terminal-label permutation followed by deterministic ASR; old BH/FDR while-loop rule.	matched_positive_ttest_FDR_control	terminal_label_matched_positive_count_permutation
