species_id	common_name_paper	sampled_scientific_name	score_foraging_medium_0_3	score_locomotion_escape_0_3	score_reproduction_nursery_0_3	score_morphophysiology_0_5	score_time_budget_0_4	aquaticity_score_sum_0_18	comments_ty_nk	aquatic_v2_status	score_status	score_confidence	aquaticity_reason	aquaticity_citation_or_url	trait_marine_binary	marine_trait_state	marine_membership_source	score_source	aquatic_trait_source	aquatic_scoring_scheme	aquatic_score_range
Hydropotes_inermis	Chinese water deer	Hydropotes inermis	1	1	0	0	1	3		0.5	reviewed_round2_override	High	Water-associated cervid best placed in the gray zone rather than grouped with strict terrestrial zeros.	https://animaldiversity.org/accounts/Hydropotes_inermis/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Kobus_ellipsiprymnus	Waterbuck	Kobus ellipsiprymnus	1	1	0	0	1	3		0.5	reviewed_round2_override	Medium	Water-associated bovid that belongs in the reviewer gray zone, not in the strong aquatic class.	https://animaldiversity.org/accounts/Kobus_ellipsiprymnus/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Tapirus_indicus	Asiatic tapir	Tapirus indicus	1	1	0	0	1	3		0.5	reviewed_round2_override	High	Routine swimming/water association is real, but best treated as gray-zone rather than strong aquatic.	https://animaldiversity.org/accounts/Tapirus_indicus/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Tapirus_terrestris	Brazilian tapir	Tapirus terrestris	1	1	0	0	1	3		0.5	reviewed_round2_override	High	Same tapir pair; best handled consistently as weak boundary taxa rather than strong aquatic positives.	https://animaldiversity.org/accounts/Tapirus_terrestris/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Babyrousa_celebensis	North Sulawesi babirusa	Babyrousa celebensis	1	1	0	0	0	2		0.5	reviewed_round2_override	Medium-Low	Reviewer-boundary ungulate best treated as weak water-associated rather than fully aquatic.	https://animaldiversity.org/accounts/Babyrousa_babyrussa/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Bubalus_bubalis	Asian water buffalo	Bubalus bubalis	0	1	0	0	1	2		0.5	reviewed_round2_override	High	Strong water association without routine aquatic dependence; fits weak boundary class rather than aquatic positive.	https://animaldiversity.org/accounts/Bubalus_bubalis/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Elephas_maximus	Asiatic elephant	Elephas maximus	0	1	0	0	1	2		0.5	reviewed_round2_override	High	Reviewer-boundary terrestrial species with strong freshwater association but not strong aquatic dependence.	https://animaldiversity.org/accounts/Elephas_maximus/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Loxodonta_africana	African savanna elephant	Loxodonta africana	0	1	0	0	1	2		0.5	reviewed_round2_override	High	Same consistency class as Asian elephant and buffalo: clearly water-associated, but not strongly aquatic.	https://animaldiversity.org/accounts/Loxodonta_africana/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Syncerus_caffer	African water buffalo	Syncerus caffer	0	1	0	0	1	2		0.5	reviewed_round2_override	High	Needs to be treated consistently with elephants and water buffalo as a weak water-associated boundary taxon.	https://animaldiversity.org/accounts/Syncerus_caffer/	0	non-marine	not_listed	aquatic_new_round2_audit_override	TY_NK_final_18pt	3+3+3+5+4	0-18
Acinonyx_jubatus	Cheetah	Acinonyx jubatus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes cheetah with habitat regions (temperate, tropical, terrestrial), habitat text states 'Habitats that are favored by cheetahs include grasslands and deserts', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Acinonyx_jubatus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Acomys_russatus	Golden spiny mouse	Acomys russatus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes golden spiny mouse with habitat text states 'Golden spiny mice live in arid regions consisting of deserts and savannas dominated by rocky crevices', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Acomys_russatus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Aeorestes_cinereus	Hoary bat	Aeorestes cinereus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Lasiurus_cinereus describes hoary bat with other habitat features (urban, suburban), habitat regions (temperate, tropical), providing limited ecology evidence, so final coding requires manual review. Evidence is a different taxon manual review required.	https://animaldiversity.org/accounts/Lasiurus_cinereus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ailuropoda_melanoleuca	Giant panda	Ailuropoda melanoleuca	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes giant panda with habitat regions (temperate), habitat text states 'Giant pandas inhabit montane forests and mixed coniferous and broadleaf forests where bamboo stands are present (Helin et al., 1999; Massicot, 2001).', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Ailuropoda_melanoleuca/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ailurus_fulgens	Lesser panda	Ailurus fulgens	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes red panda with habitat regions (temperate, terrestrial), habitat text states 'Red pandas live in temperate climates in deciduous and coniferous forests', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Ailurus_fulgens/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Allactaga_bullata	Gobi jerboa	Allactaga bullata	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: Gobi jerboa is a clearly terrestrial/non-aquatic rodent; scored zero across all aquaticity dimensions.	https://www.inaturalist.org/taxa/43850-Allactaga-bullata	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Allenopithecus_nigroviridis	Allen's swamp monkey	Allenopithecus nigroviridis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Allen's swamp monkey with habitat text states 'Studies from the Lomako Forest in Zaire suggest that A', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Allenopithecus_nigroviridis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Alouatta_palliata	Mantled howler monkey	Alouatta palliata	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mantled howler monkey with habitat text states 'Mantled howler monkeys inhabit lowland and montane rain forests, including primary and regenerated forest habitats', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Alouatta_palliata/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ammotragus_lervia	Aoudad	Ammotragus lervia	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes aoudad with habitat regions (temperate, terrestrial), habitat text states 'Ammotragus lervia is endemic to the mountains of Northern Africa', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Ammotragus_lervia/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Anoura_caudifer	Tailed tailless bat	Anoura caudifer	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Anoura_geoffroyi describes Geoffroy's tailless bat with other habitat features (caves), habitat regions (tropical), providing limited ecology evidence, so final coding requires manual review. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Anoura_geoffroyi/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Antidorcas_marsupialis	Springbok	Antidorcas marsupialis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes springbok with habitat text states 'Springboks are mostly confined to game reserves and farms in treeless savanna associated with the edges of dry lake beds.', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Antidorcas_marsupialis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Antilocapra_americana	Pronghorn	Antilocapra americana	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes pronghorn with other habitat features (suburban, agricultural), habitat regions (temperate, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Antilocapra_americana/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Aotus_nancymaae	Mas night monkey	Aotus nancymaae	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Ma's night monkey with habitat regions (tropical, terrestrial), habitat text states 'Although considered habitat generalists (Greenberg, 1999), A', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Aotus_nancymaae/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Aplodontia_rufa	Mountain beaver	Aplodontia rufa	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mountain beaver with habitat regions (temperate, terrestrial), habitat text states 'Despite their names, mountain beavers don't live in alpine environments, nor are they aquatic, like beavers', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Aplodontia_rufa/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Artibeus_jamaicensis	Jamaican fruit-eating bat	Artibeus jamaicensis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Jamaican fruit-eating bat with other habitat features (agricultural, caves), habitat regions (tropical), providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Artibeus_jamaicensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Arvicanthis_niloticus	African grass rat	Arvicanthis niloticus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes African grass rat with other habitat features (agricultural), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Arvicanthis_niloticus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ateles_geoffroyi	Black-handed spider monkey	Ateles geoffroyi	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Central American spider monkey with habitat text states 'Ateles geoffroyi inhabits mature rainforest and montane forest.', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Ateles_geoffroyi/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Axis_porcinus	Hog deer	Axis porcinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes hog deer with habitat regions (temperate, tropical), habitat text states 'Axis porcinus appears to prefer dense forests; however, they are often observed in clearings, grasslands and occasionally wet grasslands', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Axis_porcinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Bassariscus_astutus	Ringtail	Bassariscus astutus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes ringtail with other habitat features (riparian), habitat regions (temperate, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Bassariscus_astutus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Bassariscus_sumichrasti	Cacomistle	Bassariscus sumichrasti	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes cacomistle with habitat text states 'Wet, evergreen tropical woodlands and mountain forests are the preferred habitat of - B', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Bassariscus_sumichrasti/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Beatragus_hunteri	Hirola	Beatragus hunteri	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes hirola with habitat regions (tropical, terrestrial), habitat text states 'Damaliscus hunteri inhabits short-grass, seasonally arid, grasslands in dry acacia bush/scrub and forest-savannah mosaic habitats', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Beatragus_hunteri/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Bos_frontalis	Gayal	Bos frontalis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes gaur with habitat text states 'Inhabits forested hills and nearby grassy clearings', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Bos_frontalis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Bos_mutus	Wild yak	Bos mutus	0	0	0	0	0	0			manual_curated_terrestrial	High	Manual curator check: wild yak is a clearly terrestrial bovid; scored zero across all aquaticity dimensions.	https://en.wikipedia.org/wiki/Wild_yak	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Callithrix_jacchus	White-tufted-ear marmoset	Callithrix jacchus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes white-tufted-ear marmoset with habitat text states 'Common marmosets can be found around the edges of the forest as opposed to deep within it', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Callithrix_jacchus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Camelus_ferus	Wild Bactrian camel	Camelus ferus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Camelus_bactrianus describes Bactrian camel with habitat regions (temperate, terrestrial), supporting terrestrial habitat association. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Camelus_bactrianus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Capra_aegagrus	Wild goat	Capra aegagrus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Capra_hircus describes domestic goat with other habitat features (agricultural), habitat regions (temperate, tropical, terrestrial), supporting terrestrial habitat association. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Capra_hircus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Capra_sibirica	Siberian ibex	Capra sibirica	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Siberian ibex with habitat regions (temperate, terrestrial), habitat text states 'Throughout its range, C', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Capra_sibirica/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Capreolus_pygargus	Eastern roe deer	Capreolus pygargus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes eastern roe deer with other habitat features (agricultural, riparian), habitat regions (temperate), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Capreolus_pygargus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Carlito_syrichta	Philippine tarsier	Carlito syrichta	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Tarsius_syrichta describes Philippine tarsier with habitat regions (tropical, terrestrial), habitat text states 'Philippine tarsiers are found in areas of tall grasses, bushes, bamboo shoots, and small trees in tropical rainforests', supporting terrestrial habitat association. Evidence is a different taxon manual review required.	https://animaldiversity.org/accounts/Tarsius_syrichta/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Catagonus_wagneri	Chacoan peccary	Catagonus wagneri	0	0	0	0	0	0			clear_terrestrial_zero	High	"ADW describes Chacoan peccary with habitat text states 'Chacoan peccaries have received the nickname ""pigs from green hell"" because of their wild, inpenetrable habitats', providing limited ecology evidence, so final coding requires manual review."	https://animaldiversity.org/accounts/Catagonus_wagneri/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cavia_tschudii	Montane guinea pig	Cavia tschudii	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cavia_aperea describes Brazilian guinea pig with habitat regions (tropical, terrestrial), habitat text states 'Brazilian guinea pigs are primarily found in scrub grasslands and savannas, but also occur in the highlands of the Andes mountain range', supporting terrestrial habitat association. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Cavia_aperea/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cebus_capucinus_imitator	White-faced sapajou	Cebus capucinus imitator	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cebus_capucinus describes white-faced capuchin with other habitat features (riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Cebus_capucinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cephalophus_harveyi	Harvey's duiker	Cephalophus harveyi	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cephalophus_niger describes black duiker with habitat regions (tropical), habitat text states 'C', providing limited ecology evidence, so final coding requires manual review. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Cephalophus_niger/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ceratotherium_simum_simum	Southern white rhinoceros	Ceratotherium simum simum	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Ceratotherium_simum describes white rhinoceros with habitat regions (temperate, tropical, terrestrial), habitat text states 'Typical habitat for white rhinocerose includes dense forests, savannas, and woodlands with grassy openings', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Ceratotherium_simum/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cercocebus_atys	Sooty mangabey	Cercocebus atys	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes sooty mangabey with wetlands (swamp), other habitat features (agricultural, riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Cercocebus_atys/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cercopithecus_mona	Mona monkey	Cercopithecus mona	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes mona monkey with wetlands (swamp), other habitat features (agricultural), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Cercopithecus_mona/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cervus_hanglu_yarkandensis	Yarkand deer	Cervus hanglu yarkandensis	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cervus_elaphus describes elk with other habitat features (suburban, agricultural, riparian), habitat regions (temperate, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence. Evidence is a congeneric proxy review required.	https://animaldiversity.org/accounts/Cervus_elaphus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Chinchilla_lanigera	Long-tailed chinchilla	Chinchilla lanigera	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes chinchilla with habitat text states 'Chinchilla lanigera is found in the barren, arid areas of mountains at elevations of 3,000-5,000 meters', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Chinchilla_lanigera/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Chlorocebus_sabaeus	Green monkey	Chlorocebus sabaeus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes green monkey with other habitat features (suburban, agricultural), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Chlorocebus_sabaeus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Choloepus_didactylus	Southern two-toed sloth	Choloepus didactylus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes southern two-toed sloth with habitat text states 'Choloepus didactylus is strictly arboreal, staying high in the canopy of the tropical rain forests, and maintaining a range of about 10-acres.', supporting aquatic behavior but requiring manual habitat review.	https://animaldiversity.org/accounts/Choloepus_didactylus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Choloepus_hoffmanni	Hoffmann's two-fingered sloth	Choloepus hoffmanni	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Hoffmann's two-toed sloth with habitat regions (tropical, terrestrial), habitat text states 'Hoffman窶冱 two-toed sloths inhabit lowland forests as well as higher altitude rain forests', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Choloepus_hoffmanni/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Chrysochloris_asiatica	Cape golden mole	Chrysochloris asiatica	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Cape golden mole with other habitat features (urban), habitat regions (terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Chrysochloris_asiatica/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Chrysocyon_brachyurus	Maned wolf	Chrysocyon brachyurus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes maned wolf with habitat text states 'Chrysocyon brachyurus is found in grassland, savanna, dry shrub forest, swampy areas, forest-edge habitat, and river areas.', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Chrysocyon_brachyurus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Coendou_prehensilis	Brazilian porcupine	Coendou prehensilis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Brazilian porcupine with other habitat features (agricultural), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Coendou_prehensilis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Colobus_angolensis_palliatus	Angolan colobus	Colobus angolensis palliatus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Colobus_angolensis describes Angolan colobus with wetlands (swamp), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than unequivocal aquatic dependence.	https://animaldiversity.org/accounts/Colobus_angolensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Connochaetes_taurinus	Brindled gnu	Connochaetes taurinus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes blue wildebeest with habitat regions (terrestrial), habitat text states 'Blue wildebeest can be found in a wide variety of habitats, from dense bush to open woodland floodplains, however, they appear to prefer acacia savannahs and plains with rapidly...', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Connochaetes_taurinus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Craseonycteris_thonglongyai	Hog-nosed bat	Craseonycteris thonglongyai	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes bumblebee bat with other habitat features (caves), habitat regions (tropical, terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Craseonycteris_thonglongyai/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cricetomys_gambianus	Gambian giant pouched rat	Cricetomys gambianus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Gambian rat with other habitat features (urban, agricultural), habitat regions (terrestrial), supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Cricetomys_gambianus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cricetulus_griseus	Chinese hamster	Cricetulus griseus	0	0	0	0	0	0			clear_terrestrial_zero	High	Fallback ADW account Cricetinae describes hamsters with other habitat features (agricultural, riparian), habitat regions (temperate, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence. Evidence is a higher taxon proxy low confidence.	https://animaldiversity.org/accounts/Cricetinae/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Crocuta_crocuta	Spotted hyena	Crocuta crocuta	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes spotted hyena with other habitat features (riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Crocuta_crocuta/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cryptoprocta_ferox	Fossa	Cryptoprocta ferox	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes fossa with habitat regions (tropical, terrestrial), habitat text states 'Fossas inhabit all forested areas on the island of Madagascar', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Cryptoprocta_ferox/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ctenodactylus_gundi	Northern gundi	Ctenodactylus gundi	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes gundi with habitat text states 'The North African gundi is found in deserts with arid rock outcrops', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Ctenodactylus_gundi/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Ctenomys_sociabilis	Social tuco-tuco	Ctenomys sociabilis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes social tuco-tuco with habitat text states 'The general distribution of C', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Ctenomys_sociabilis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Cynomys_gunnisoni	Gunnison's prairie dog	Cynomys gunnisoni	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Gunnison's prairie dog with habitat text states 'Compared to the habitats of other prairie dog species, the habitat of C', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Cynomys_gunnisoni/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Damaliscus_lunatus	Topi	Damaliscus lunatus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes topi with habitat text states 'Topis prefer grassland habitats', providing limited ecology evidence, so final coding requires manual review.	https://animaldiversity.org/accounts/Damaliscus_lunatus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Dasyprocta_punctata	Punctate agouti	Dasyprocta punctata	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes Central American agouti with other habitat features (agricultural, riparian), habitat regions (tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Dasyprocta_punctata/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Dasypus_novemcinctus	Nine-banded armadillo	Dasypus novemcinctus	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes nine-banded armadillo with other habitat features (suburban, agricultural, riparian), habitat regions (temperate, tropical, terrestrial), supporting water-associated terrestrial use rather than aquatic dependence.	https://animaldiversity.org/accounts/Dasypus_novemcinctus/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
Daubentonia_madagascariensis	Aye-aye	Daubentonia madagascariensis	0	0	0	0	0	0			clear_terrestrial_zero	High	ADW describes aye-aye with habitat regions (tropical, terrestrial), habitat text states 'Daubentonia madagascariensis can be found in a wide variety of environments including primary and secondary rainforest, deciduous forest, cultivated plantations, and occasionall...', supporting terrestrial habitat association.	https://animaldiversity.org/accounts/Daubentonia_madagascariensis/	0	non-marine	not_listed	original_aquatic_table	TY_NK_final_18pt	3+3+3+5+4	0-18
